SibatSiyum,Min_m,dat_m,Gil_M,MatzavMishp_m,ShnatAliya_m,Shana,Machoz_m,Nafa_m
6,1,10,34,20,1900,2018,7,73
10,2,10,27,20,1900,2018,7,73
6,1,10,26,10,1900,2018,7,73
6,2,10,80,40,1991,2018,7,73
6,2,10,30,20,1900,2018,7,73
4,2,10,41,20,2013,2018,7,73
10,1,10,61,20,1988,2018,7,73
3,2,10,68,20,1950,2018,7,73
10,1,10,47,20,1991,2018,7,73
3,2,10,51,20,1967,2018,7,73
10,1,10,46,20,1900,2018,7,73
3,1,10,76,20,1955,2018,7,73
10,2,10,39,20,1900,2018,7,73
5,1,10,28,10,1900,2018,7,73
10,1,10,44,20,1900,2018,7,73
6,1,10,48,20,1900,2018,7,73
2,1,10,22,10,1900,2018,7,73
8,2,10,43,20,2002,2018,7,73
6,2,10,33,20,1900,2018,7,73
8,1,10,43,20,1900,2018,7,73
3,2,10,42,30,1900,2018,7,73
8,1,10,26,10,1900,2018,7,73
3,1,10,21,10,1900,2018,7,73
1,1,10,30,20,1900,2018,7,74
2,2,10,57,20,1900,2018,7,74
6,2,10,37,20,2000,2018,7,74
3,2,10,33,20,1900,2018,7,74
2,2,10,29,10,1900,2018,7,74
6,2,10,47,20,1998,2018,7,74
6,1,10,27,10,1900,2018,7,74
10,2,10,21,10,1900,2018,7,74
10,2,10,41,20,1900,2018,7,74
1,2,10,47,20,1900,2018,7,74
10,1,10,45,20,1900,2018,7,74
10,2,10,42,20,1900,2018,7,74
6,1,10,48,20,1900,2018,7,74
6,1,10,21,10,1900,2018,7,74
1,1,10,23,10,1900,2018,7,74
1,2,10,56,30,1979,2018,7,74
6,2,10,33,20,1900,2018,7,74
6,2,10,28,20,1900,2018,7,74
6,2,10,34,10,1991,2018,7,74
5,1,10,30,10,1900,2018,7,74
2,1,10,25,20,1900,2018,7,74
3,1,10,33,20,1900,2018,7,74
2,2,10,68,20,2000,2018,7,74
3,2,10,33,20,1900,2018,7,74
3,1,10,54,20,1900,2018,7,74
5,1,10,31,10,1900,2018,7,74
2,1,10,23,10,2007,2018,7,76
7,1,10,83,20,1995,2018,7,76
4,2,10,83,40,1962,2018,7,76
10,2,10,48,20,1972,2018,7,76
2,1,10,32,20,1900,2018,7,76
2,2,10,50,20,1900,2018,7,76
6,1,10,22,10,1900,2018,7,76
6,2,10,95,10,1997,2018,7,76
8,1,10,24,10,1900,2018,7,76
3,2,10,59,20,1900,2018,7,76
6,1,10,23,20,1900,2018,7,76
6,1,10,45,20,1900,2018,7,76
2,1,10,46,20,1900,2018,7,76
6,1,10,26,20,1900,2018,7,76
1,1,10,60,20,1900,2018,7,76
10,1,10,30,20,1900,2018,7,76
11,1,10,37,20,1900,2018,7,76
10,1,10,37,20,1900,2018,7,76
2,1,10,23,10,1900,2018,7,76
4,1,10,69,20,2003,2018,7,76
11,2,0,52,20,2017,2018,5,51
6,2,0,60,20,2017,2018,6,62
6,1,0,44,10,2017,2018,4,44
6,2,0,24,10,2017,2018,6,62
4,1,0,25,10,2017,2018,2,22
6,2,0,26,10,2017,2018,6,61
4,1,0,47,20,2017,2018,1,11
4,1,0,29,20,2017,2018,4,43
6,2,0,66,20,2017,2018,6,62
6,1,0,38,20,2017,2018,2,21
11,1,0,49,20,2017,2018,5,51
10,1,0,24,10,2017,2018,4,41
